"year","doy","logcpue.est","Est.Error","Q2.5","Q97.5","Estimate","Est.Error","Q5","Q95","Estimate","Est.Error","Q25","Q75","cpue.est"
"1994","90","-1.53330033205669","0.309606881696364","-2.1057676373137","-0.904519417431762","-1.53330033205669","0.309606881696364","-2.0409642483508","-1.03202652966381","-1.53330033205669","0.309606881696364","-1.75014678612866","-1.32957922106847",0.215822205689483
"1994","91","-1.50988531907475","0.302299316827602","-2.06712384600991","-0.896478939775293","-1.50988531907475","0.302299316827602","-2.01042819285742","-1.02099079596774","-1.50988531907475","0.302299316827602","-1.72057169972201","-1.3106662001463",0.220935313572776
"1994","92","-1.48652109563433","0.295312065548863","-2.0305927650571","-0.897656525741157","-1.48652109563433","0.295312065548863","-1.97183218397437","-1.00074809148427","-1.48652109563433","0.295312065548863","-1.69117778090313","-1.29312567944178",0.226158070854941
"1994","93","-1.46328958709918","0.288672815611298","-2.00007110994165","-0.881864961888095","-1.46328958709918","0.288672815611298","-1.93609270777539","-0.984173670716362","-1.46328958709918","0.288672815611298","-1.66031706749223","-1.2749049298932",0.231473568458596
"1994","94","-1.44030549913906","0.282409546240215","-1.97052515399946","-0.867487453068947","-1.44030549913906","0.282409546240215","-1.90452075505656","-0.969286020500903","-1.44030549913906","0.282409546240215","-1.63186975300047","-1.25722147443665",0.2368553885109
"1994","95","-1.41771068254891","0.276548279197068","-1.93660998066168","-0.848594265844452","-1.41771068254891","0.276548279197068","-1.86748809940109","-0.954370550881009","-1.41771068254891","0.276548279197068","-1.60915572299503","-1.23918051720772",0.242268010906213
"1994","96","-1.39566862738567","0.271110914444147","-1.91069016366794","-0.829547343568909","-1.39566862738567","0.271110914444147","-1.83554977944538","-0.937122933889329","-1.39566862738567","0.271110914444147","-1.58044859140357","-1.22316102237917",0.247667383798133
"1994","97","-1.37435910384194","0.266113258207697","-1.87567047054843","-0.81315779773185","-1.37435910384194","0.266113258207697","-1.80889461563053","-0.926962574306581","-1.37435910384194","0.266113258207697","-1.55464964886324","-1.20660996499587",0.253001691668063
"1994","98","-1.35397296999709","0.261563363171838","-1.84667498560691","-0.801223634742753","-1.35397296999709","0.261563363171838","-1.77924758200755","-0.916823014557527","-1.35397296999709","0.261563363171838","-1.52986671297351","-1.18872124432077",0.258212350149176
"1994","99","-1.33470716884913","0.257460298433628","-1.81535283437541","-0.782669721592047","-1.33470716884913","0.257460298433628","-1.75310426286781","-0.899091815630899","-1.33470716884913","0.257460298433628","-1.50434058702782","-1.16920219890274",0.263235247651427
"1994","100","-1.31675993840531","0.253793447978151","-1.79660062369115","-0.769958066783139","-1.31675993840531","0.253793447978151","-1.73349467210184","-0.87813297166091","-1.31675993840531","0.253793447978151","-1.48837219122982","-1.15239245001017",0.268002240507045
"1994","101","-1.30032625952855","0.250542401080493","-1.7709020321191","-0.763150687007672","-1.30032625952855","0.250542401080493","-1.71458623988939","-0.866987852057241","-1.30032625952855","0.250542401080493","-1.46632104997661","-1.13590766220182",0.272442891442987
"1994","102","-1.28559356648855","0.247677450132629","-1.74777304261329","-0.76152284427199","-1.28559356648855","0.247677450132629","-1.69417331158629","-0.8585535637438","-1.28559356648855","0.247677450132629","-1.44910839741464","-1.12691731340166",0.27648642184178
"1994","103","-1.27273774479418","0.245160658099983","-1.73552600816897","-0.761449053111146","-1.27273774479418","0.245160658099983","-1.67522401875087","-0.852762065208659","-1.27273774479418","0.245160658099983","-1.43403574203608","-1.11737377472791",0.280063827959148
"1994","104","-1.2619194401237","0.242947407929727","-1.72425047999686","-0.755845706345041","-1.2619194401237","0.242947407929727","-1.65959536873892","-0.849232451869875","-1.2619194401237","0.242947407929727","-1.41747871409344","-1.10870565024638",0.283110091772127
"1994","105","-1.25328070066069","0.240988307921983","-1.70812453570025","-0.752461717119386","-1.25328070066069","0.240988307921983","-1.64560433116986","-0.847784396547839","-1.25328070066069","0.240988307921983","-1.40829028495998","-1.10129658042026",0.285566400524243
"1994","106","-1.24694197347759","0.239231305724451","-1.70387549424611","-0.755627777419422","-1.24694197347759","0.239231305724451","-1.63574918259899","-0.84565798984881","-1.24694197347759","0.239231305724451","-1.4030345156214","-1.09546352222749",0.28738227712293
"1994","107","-1.24299947318324","0.237623860713362","-1.70292745654226","-0.764146182320095","-1.24299947318324","0.237623860713362","-1.62954209793747","-0.844709484084973","-1.24299947318324","0.237623860713362","-1.39958194137296","-1.08970218083596",0.288517518208785
"1994","108","-1.24152293858528","0.236115037737598","-1.69204048333707","-0.769430291698612","-1.24152293858528","0.236115037737598","-1.62292421530173","-0.850560993763383","-1.24152293858528","0.236115037737598","-1.39892924836779","-1.08640755412631",0.28894383896776
"1994","109","-1.242553790005","0.234657409631967","-1.68457723715552","-0.771207021060224","-1.242553790005","0.234657409631967","-1.62344955619546","-0.858110282168073","-1.242553790005","0.234657409631967","-1.39762073626705","-1.08558726771846",0.288646134272158
"1994","110","-1.2461036967583","0.2332086856713","-1.68041126661263","-0.779579127454478","-1.2461036967583","0.2332086856713","-1.6211577893552","-0.86392204104792","-1.2461036967583","0.2332086856713","-1.40040951101004","-1.08963697799353",0.287623283996491
"1994","111","-1.25215356076076","0.231733012984463","-1.68278596926161","-0.783217096030407","-1.25215356076076","0.231733012984463","-1.62539449123311","-0.871815999080161","-1.25215356076076","0.231733012984463","-1.40475789775809","-1.09748687543507",0.285888455274636
"1994","112","-1.26065291862837","0.230201924099268","-1.69201233737701","-0.788657687366863","-1.26065291862837","0.230201924099268","-1.62937502118999","-0.884060354848313","-1.26065291862837","0.230201924099268","-1.41366526298755","-1.10728001824552",0.283468883949944
"1994","113","-1.27151976082509","0.228594924312403","-1.69522368401804","-0.800832078632565","-1.27151976082509","0.228594924312403","-1.63329500425851","-0.893151223436197","-1.27151976082509","0.228594924312403","-1.42318564604465","-1.11987912513505",0.280405149031526
"1994","114","-1.28464076259332","0.226899727119187","-1.70589305526901","-0.822162584806046","-1.28464076259332","0.226899727119187","-1.64636645915829","-0.908092036836233","-1.28464076259332","0.226899727119187","-1.43608549696566","-1.13459426843619",0.27674998472342
"1994","115","-1.29987191754615","0.225112155307899","-1.7251837783638","-0.84729138552637","-1.29987191754615","0.225112155307899","-1.65716182541591","-0.927486093171802","-1.29987191754615","0.225112155307899","-1.44822695490588","-1.15056631981282",0.27256670181037
"1994","116","-1.31703956097606","0.223235730968018","-1.7406263075775","-0.876592588856423","-1.31703956097606","0.223235730968018","-1.67541320111464","-0.949420837714018","-1.31703956097606","0.223235730968018","-1.46582774464392","-1.17046337759772",0.267927311507996
"1994","117","-1.33594176616708","0.221280981250084","-1.75789807319418","-0.907905401913267","-1.33594176616708","0.221280981250084","-1.69383523047533","-0.976343830025907","-1.33594176616708","0.221280981250084","-1.48154243787329","-1.19297304224781",0.262910458653754
"1994","118","-1.35635009347769","0.219264489820647","-1.77354581810145","-0.93446247732322","-1.35635009347769","0.219264489820647","-1.71503872232145","-0.995683383452463","-1.35635009347769","0.219264489820647","-1.50030707374625","-1.21400202584512",0.257599276473263
"1994","119","-1.37801166845309","0.21720772788878","-1.7879379614548","-0.959616173328224","-1.37801166845309","0.21720772788878","-1.73501066535043","-1.02721708896489","-1.37801166845309","0.21720772788878","-1.5195741548952","-1.23579597560397",0.252079272266264
"1994","120","-1.40065156210867","0.215135704277656","-1.80730627434414","-0.982584318912259","-1.40065156210867","0.215135704277656","-1.75748649514176","-1.05162767095478","-1.40065156210867","0.215135704277656","-1.54015759490523","-1.26071894808163",0.246436343036719
"1994","121","-1.42397544357179","0.213075481594483","-1.83090536285279","-1.01253931930651","-1.42397544357179","0.213075481594483","-1.78158326022159","-1.07535071380402","-1.42397544357179","0.213075481594483","-1.56466006477596","-1.28272520586151",0.240755003976259
"1994","122","-1.44767247267713","0.211054614753966","-1.85363307366635","-1.04061217863009","-1.44767247267713","0.211054614753966","-1.80840269013818","-1.1034663359388","-1.44767247267713","0.211054614753966","-1.58865238299844","-1.30637950455021",0.235116892720307
"1994","123","-1.47141839779953","0.209099577879477","-1.87366321380763","-1.06943732863987","-1.47141839779953","0.209099577879477","-1.8276934475499","-1.12986699790415","-1.47141839779953","0.209099577879477","-1.61140275531436","-1.32816416263479",0.229599590563225
