"cpue.est","year","doy"
1.54079523881676,"1980",154
1.71935885683187,"1980",156
1.88358245268936,"1980",158
2.07418207990165,"1980",161
2.15375378021671,"1980",163
2.20652493181217,"1980",165
2.27383709189214,"1980",168
2.30520276807122,"1980",170
2.31051456157343,"1980",172
2.26774023383698,"1980",175
2.21426027669426,"1980",177
2.15789552142421,"1980",179
2.10165984944059,"1980",183
2.10347465941516,"1980",184
2.11906136099943,"1980",186
2.13510870297133,"1980",189
2.11770230226106,"1980",191
2.0673976346842,"1980",193
1.9447319891612,"1980",196
1.84383877859416,"1980",198
1.73833598720557,"1980",200
1.57969744022637,"1980",203
1.47896333488852,"1980",205
1.39061691812326,"1980",207
1.28618848208411,"1980",210
1.220236447657,"1980",212
1.14274759091492,"1980",214
1.00618559135758,"1980",217
0.925610535033346,"1980",219
0.870411288816439,"1980",221
0.839312928921249,"1980",224
0.841855978646076,"1980",226
0.848502890165312,"1980",228
0.851911452591136,"1980",230
0.846038488642859,"1980",232
0.831578060818065,"1980",235
0.826006748813457,"1980",238
0.833289652853712,"1980",240
0.858171420810147,"1980",242
0.939191217294597,"1980",245
1.02759350804323,"1980",247
1.14781172530293,"1980",249
1.38843032081407,"1980",252
1.58002540129323,"1980",254
1.77792776031488,"1980",256
2.03158417045239,"1980",259
2.14282066506801,"1980",261
2.20348942174808,"1980",263
2.19968185687135,"1980",266
2.133683031697,"1980",268
2.02838365615317,"1980",270
1.8236624151312,"1980",273
1.66463055766118,"1980",275
0.208980589827048,"1981",89
0.202065906869485,"1981",91
0.195804718479662,"1981",93
0.189206025141401,"1981",96
0.188034197286273,"1981",98
0.191373407961688,"1981",100
0.203486882791651,"1981",103
0.214130402764854,"1981",105
0.226148503242901,"1981",107
0.247455388766255,"1981",110
0.265351270110439,"1981",112
0.287895133121853,"1981",114
0.333855556056677,"1981",117
0.371836840337045,"1981",119
0.411887377935013,"1981",121
0.45862883250321,"1981",124
0.470682841220954,"1981",126
0.465414784299223,"1981",128
0.445441906861341,"1981",131
0.445016992521333,"1981",133
0.46292182173333,"1981",135
0.513527584960856,"1981",138
0.552128787614075,"1981",140
0.591697532622705,"1981",142
0.664851259397251,"1981",145
0.735825780806457,"1981",147
0.833229438116452,"1981",149
0.957897403230419,"1981",151
1.17982111807583,"1981",154
1.33858510818785,"1981",156
1.57819378228702,"1981",159
1.73724088724163,"1981",161
1.90179838935325,"1981",163
2.1785906894274,"1981",166
2.37470180656373,"1981",168
2.53475757146531,"1981",170
2.63104108535022,"1981",173
2.58274000470409,"1981",175
2.45898322195742,"1981",177
2.20354705661901,"1981",180
1.94993970785748,"1981",183
1.81882128388065,"1981",185
1.68350098892467,"1981",188
1.64532202649714,"1981",189
1.56873704533961,"1981",191
1.46581248292533,"1981",194
1.43038977871259,"1981",196
1.42669624918,"1981",198
1.46103759169209,"1981",201
1.4960843435965,"1981",203
1.52550199271499,"1981",205
1.54738849050497,"1981",208
1.56050807401563,"1981",210
1.57950000491946,"1981",212
1.60883101436593,"1981",214
1.66035753211767,"1981",217
1.69296482451591,"1981",219
1.71439776002132,"1981",221
1.69488321387365,"1981",224
1.65286086807667,"1981",226
1.5647281126356,"1981",229
1.48485104638198,"1981",231
1.19205030923973,"1981",236
1.05015671441826,"1981",238
0.906499162690223,"1981",240
0.734367631185616,"1981",243
0.671061697749086,"1981",245
0.651870013086734,"1981",247
0.688005329142352,"1981",250
0.739087810038777,"1981",252
0.802337939099015,"1981",254
0.898329556962604,"1981",257
0.944382457426519,"1981",259
0.965671843943683,"1981",261
0.962994292257928,"1981",264
0.956026073283309,"1981",266
0.952233755826125,"1981",268
0.95366355301228,"1981",271
0.949050516961474,"1981",273
0.926101482281135,"1981",275
0.149742831759347,"1982",91
0.160521085197729,"1982",94
0.16936336192811,"1982",96
0.179974158551947,"1982",98
0.203952924049852,"1982",101
0.225641666800932,"1982",103
0.251631932814811,"1982",105
0.296473896052671,"1982",108
0.329360134821403,"1982",110
0.366198983725653,"1982",112
0.438160303816546,"1982",115
0.505913869880446,"1982",117
0.596282325823651,"1982",119
0.771682978298905,"1982",122
0.896024238072257,"1982",124
1.00670388389071,"1982",126
1.113278703991,"1982",129
1.14241427326633,"1982",131
1.16261950962853,"1982",133
1.21187425075106,"1982",136
1.25732302147943,"1982",138
1.30760524741619,"1982",140
1.40749233775205,"1982",143
1.49434968705468,"1982",145
1.59258522612654,"1982",147
1.75615031341784,"1982",150
1.87278196080146,"1982",152
1.98948902542226,"1982",154
2.14935211928559,"1982",157
2.23389620303428,"1982",159
2.30119988058534,"1982",161
2.40263557855961,"1982",164
2.50851052159246,"1982",166
2.67129471236745,"1982",168
2.98072464091643,"1982",171
3.16693231650006,"1982",173
3.30565754986713,"1982",175
3.39879770354143,"1982",178
3.39534653456373,"1982",180
3.37673535202221,"1982",182
3.3489549699706,"1982",185
3.32339095564133,"1982",187
3.27948734012838,"1982",189
3.18660344894066,"1982",192
3.10894462633935,"1982",194
3.01913060805512,"1982",196
2.872081024451,"1982",199
2.7676873872174,"1982",201
2.64303654477263,"1982",203
2.49227779207247,"1982",205
2.25032916716958,"1982",208
2.10403358752624,"1982",210
1.90809406372033,"1982",213
1.77273620719664,"1982",215
1.63470418443045,"1982",217
1.45388862495215,"1982",220
1.40187553822141,"1982",221
1.2648719811333,"1982",224
1.18063457296999,"1982",226
1.09222162961941,"1982",228
0.995555894659645,"1982",230
0.843615937253201,"1982",233
0.751166428393951,"1982",236
0.754377032973922,"1982",238
0.888242147082969,"1982",241
1.17887394658127,"1982",244
1.3100606097516,"1982",245
1.80653095386654,"1982",248
2.21052619658441,"1982",250
2.63624312598944,"1982",252
3.21485630314996,"1982",255
3.48423614806529,"1982",257
3.60181609885538,"1982",259
3.50733916484055,"1982",262
3.30217580975742,"1982",264
2.82829681931959,"1982",267
2.44884562427887,"1982",269
2.05436869880144,"1982",271
1.67012131224774,"1982",273
1.32503041545135,"1982",275
0.209267514606859,"1983",90
0.203615286111771,"1983",93
0.200828729934577,"1983",95
0.200094307294217,"1983",97
0.209148566905006,"1983",100
0.222696324722234,"1983",102
0.240662177642124,"1983",104
0.27499644990763,"1983",107
0.302215867680388,"1983",109
0.331756986402673,"1983",111
0.379274635351115,"1983",114
0.416629538961116,"1983",116
0.46349931392119,"1983",118
0.554707413625076,"1983",121
0.622547401592214,"1983",123
0.684026370229358,"1983",125
0.743785268604568,"1983",128
0.760325118274338,"1983",130
0.771749399825502,"1983",132
0.806715214811913,"1983",135
0.845979571987884,"1983",137
0.891990700289962,"1983",139
0.977931595782806,"1983",142
1.05809067785271,"1983",144
1.16545071576954,"1983",146
1.38438068981757,"1983",149
1.5698870655976,"1983",151
1.77686535181699,"1983",153
2.10238413510184,"1983",156
2.31802099094828,"1983",158
2.53137401515523,"1983",160
2.85082132883488,"1983",163
3.06944254826223,"1983",165
3.29414053628434,"1983",167
3.58156307372701,"1983",170
3.64209797062411,"1983",171
3.68764133011583,"1983",174
3.56867162385405,"1983",177
3.41964663911985,"1983",179
3.23137666058794,"1983",181
2.91612750634801,"1983",184
2.71684759423401,"1983",186
2.54098286767142,"1983",188
2.32422343603623,"1983",191
2.21033358307897,"1983",193
2.1148311146492,"1983",195
1.981091679307,"1983",198
1.89297008789145,"1983",200
1.80480608068012,"1983",202
1.66557030080893,"1983",205
1.52624245879026,"1983",208
1.4364602159256,"1983",210
1.35134214240135,"1983",212
1.27603577442056,"1983",214
1.21447919621562,"1983",216
1.15003468986894,"1983",219
1.12051373044791,"1983",221
1.09424111305891,"1983",223
1.05155075582106,"1983",226
1.01782969294729,"1983",228
0.982174953883331,"1983",230
0.896033222215377,"1983",234
0.871865871733897,"1983",235
0.799106240504298,"1983",238
0.777415508679667,"1983",239
0.744737778219911,"1983",241
0.734623282331486,"1983",243
0.740233156114102,"1983",244
0.807286780693469,"1983",247
0.893586544993451,"1983",249
1.00573642826031,"1983",251
