"year","day","abs","AllSRpres","Jpres","Kpres","Lpres"
"2017",159,0,0,0,0,0
"2017",160,0,0,0,0,0
"2017",161,0,0,0,0,0
"2017",162,0,0,0,0,0
"2017",163,0,0,0,0,0
"2017",164,0,1,0,0,1
"2017",165,0,0,0,0,0
"2017",166,0,0,0,0,0
"2017",167,0,0,0,0,0
"2017",168,0,0,0,0,0
"2017",169,0,0,0,0,0
"2017",170,0,0,0,0,0
"2017",171,0,0,0,0,0
"2017",172,0,0,0,0,0
"2017",173,0,0,0,0,0
"2017",174,0,0,0,0,0
"2017",175,0,0,0,0,0
"2017",176,0,1,1,1,0
"2017",177,0,1,1,1,0
"2017",178,0,0,0,0,0
"2017",179,0,0,0,0,0
"2017",180,0,1,1,1,0
"2017",181,0,0,0,0,0
"2017",182,0,0,0,0,0
"2017",183,0,0,0,0,0
"2017",184,0,0,0,0,0
"2017",185,0,0,0,0,0
"2017",186,0,0,0,0,0
"2017",187,0,0,0,0,0
"2017",188,0,0,0,0,0
"2017",189,0,0,0,0,0
"2017",190,0,0,0,0,0
"2017",191,0,0,0,0,0
"2017",192,0,0,0,0,0
"2017",193,0,0,0,0,0
"2017",194,0,0,0,0,0
"2017",195,0,0,0,0,0
"2017",196,0,0,0,0,0
"2017",197,0,0,0,0,0
"2017",198,0,0,0,0,0
"2017",199,0,1,0,0,1
"2017",200,0,0,0,0,0
"2017",201,0,0,0,0,0
"2017",202,0,0,0,0,0
"2017",203,0,0,0,0,0
"2017",204,0,1,1,0,1
"2017",205,0,0,0,0,0
"2017",206,0,0,0,0,0
"2017",207,0,0,0,0,0
"2017",208,0,0,0,0,0
"2017",209,0,0,0,0,0
"2017",210,0,0,0,0,0
"2017",211,0,0,0,0,0
"2017",212,0,0,0,0,0
"2017",213,0,0,0,0,0
"2017",214,0,0,0,0,0
